sales_id,order_id,date_id,product_id,region_id,customer_id,quantity,unit_price,discount_pct,gross_revenue,net_revenue,cost,profit,margin_pct,returned_flag,shipping_cost,ship_mode,order_priority
20,ID-2011-12596,20110103,6847,12,11,2,127.35849056603772,0.47,254.71698113207543,135.0,180.9018,-45.9018,-0.3400133333333333,False,7.74,Standard Class,Medium
21,IN-2011-79397,20110103,5660,10,10,3,13.333333333333334,0.1,40.0,36.0,31.257,4.743,0.13175,False,7.46,Same Day,Critical
22,IR-2011-7690,20110103,3853,6,9,1,52.0,0.0,52.0,52.0,44.23,7.77,0.1494230769230769,False,5.91,Second Class,High
23,IR-2011-770,20110103,6531,6,6,2,31.0,0.0,62.0,62.0,53.3,8.7,0.1403225806451613,False,5.16,Standard Class,Medium
24,TZ-2011-7370,20110103,7182,1,8,4,20.25,0.0,81.0,81.0,54.24,26.76,0.3303703703703703,False,5.11,Standard Class,Medium
25,IZ-2011-4680,20110103,3969,6,7,1,47.0,0.0,47.0,47.0,29.93,17.07,0.3631914893617021,False,3.57,Standard Class,High
26,IN-2011-65159,20110103,4805,12,13,1,10.909090909090908,0.45,10.909090909090908,6.0,5.454,0.546,0.091,False,0.8,Second Class,High
27,IR-2011-770,20110103,2203,6,6,1,17.0,0.0,17.0,17.0,12.83,4.17,0.2452941176470588,False,0.54,Standard Class,Medium
28,MX-2011-140641,20110104,7865,8,23,4,55.75,0.0,223.0,223.0,209.72,13.28,0.0595515695067264,False,42.28,Standard Class,High
29,MX-2011-158771,20110104,4154,3,22,6,31.0,0.0,186.0,186.0,182.4,3.6,0.0193548387096774,False,16.39,Standard Class,Medium
30,ES-2011-4939443,20110104,2831,4,25,3,46.66666666666666,0.0,140.0,140.0,119.12,20.88,0.1491428571428571,False,10.78,Standard Class,Medium
31,MX-2011-111255,20110104,7558,11,24,8,18.625,0.0,149.0,149.0,120.84,28.16,0.188993288590604,False,10.38,Second Class,Medium
32,MX-2011-140641,20110104,8660,8,23,2,83.16633266533066,0.002,166.3326653306613,166.0,116.57176,49.42824,0.2977604819277109,False,9.54,Standard Class,High
33,US-2011-136007,20110104,4546,11,22,6,30.83333333333333,0.6,185.0,74.0,181.856,-107.856,-1.4575135135135135,False,7.04,Standard Class,Medium
34,MX-2011-159373,20110104,968,3,17,1,38.0,0.0,38.0,38.0,31.12,6.88,0.1810526315789473,False,4.25,Standard Class,Medium
35,MX-2011-159373,20110104,8089,3,17,2,19.0,0.0,38.0,38.0,35.76,2.24,0.0589473684210526,False,3.94,Standard Class,Medium
36,MX-2011-159373,20110104,4318,3,17,3,13.0,0.0,39.0,39.0,31.32,7.68,0.1969230769230769,False,3.51,Standard Class,Medium
37,IT-2011-2942451,20110104,2942,8,19,2,27.0,0.5,54.0,27.0,48.9,-21.9,-0.811111111111111,False,2.11,Standard Class,Medium
38,CA-2011-103800,20110104,5871,4,21,2,10.0,0.2,20.0,16.0,10.4488,5.5512,0.34695,False,1.82,Standard Class,High
39,IN-2011-33036,20110104,5417,9,20,3,9.0,0.0,27.0,27.0,13.32,13.68,0.5066666666666667,False,1.54,Standard Class,Medium
40,IT-2011-2942451,20110104,6787,8,19,2,17.0,0.5,34.0,17.0,18.05,-1.05,-0.0617647058823529,False,0.9,Standard Class,Medium
41,SU-2011-5190,20110104,3924,1,18,1,15.0,0.0,15.0,15.0,12.39,2.61,0.174,False,0.82,Standard Class,Medium
42,SU-2011-5190,20110104,3208,1,18,1,6.0,0.0,6.0,6.0,3.9,2.1,0.35,False,0.51,Standard Class,Medium
43,ES-2011-3848439,20110105,2803,4,26,4,51.75,0.0,207.0,207.0,130.44,76.56,0.3698550724637681,True,20.64,First Class,Medium
44,ES-2011-3848439,20110105,2746,4,26,3,30.0,0.0,90.0,90.0,69.48,20.52,0.228,False,15.27,First Class,Medium
45,CA-2011-112326,20110105,6931,4,27,3,113.75,0.2,341.25,273.0,337.7748,-64.7748,-0.2372703296703296,False,13.59,Standard Class,High
46,IN-2011-27681,20110105,1111,9,28,1,49.0,0.0,49.0,49.0,26.08,22.92,0.4677551020408164,False,5.82,Standard Class,Low
47,CA-2011-112326,20110105,5639,4,27,3,5.0,0.2,15.0,12.0,7.7283,4.2717,0.355975,False,0.99,Standard Class,High
48,CA-2011-112326,20110105,3739,4,27,2,10.000000000000002,0.8,20.000000000000004,4.0,9.487,-5.487,-1.37175,False,0.55,Standard Class,High
49,ES-2011-5496179,20110106,1118,4,34,3,108.0,0.0,324.0,324.0,288.36,35.64,0.11,False,39.98,Second Class,High
50,IN-2011-29963,20110106,6665,12,33,3,20.080321285140563,0.17,60.24096385542169,50.0,43.9916,6.0084,0.120168,False,6.2,Standard Class,High
51,ID-2011-41632,20110106,6813,12,31,2,54.21686746987952,0.17,108.43373493975903,90.0,60.7314,29.2686,0.3252066666666666,False,3.62,Standard Class,Medium
52,IN-2011-29963,20110106,4633,12,33,7,11.05121293800539,0.47,77.35849056603773,41.0,68.0942,-27.0942,-0.6608341463414634,False,2.63,Standard Class,High
53,ID-2011-41632,20110106,6300,12,31,3,15.66265060240964,0.17,46.98795180722892,39.0,27.4107,11.5893,0.2971615384615385,False,2.45,Standard Class,Medium
54,AO-2011-4910,20110106,8933,1,32,1,28.0,0.0,28.0,28.0,15.28,12.72,0.4542857142857143,False,2.0,Standard Class,Medium
55,IN-2011-76107,20110106,4263,9,29,1,31.0,0.0,31.0,31.0,17.89,13.11,0.4229032258064516,False,1.96,Standard Class,High
56,CA-2011-141817,20110106,3041,7,30,3,8.333333333333334,0.2,25.0,20.0,15.116,4.884,0.2442,False,1.85,Standard Class,Low
57,CA-2011-167199,20110107,3816,11,35,2,305.0,0.0,610.0,610.0,335.509,274.491,0.4499852459016393,False,88.07,Standard Class,High
58,CA-2011-167199,20110107,9956,11,35,2,196.0,0.0,392.0,392.0,278.3258,113.6742,0.2899852040816326,False,62.37,Standard Class,High
59,MZ-2011-1260,20110107,4049,1,14,2,128.0,0.0,256.0,256.0,209.98,46.02,0.179765625,False,52.46,First Class,High
60,ID-2011-58670,20110107,8996,12,38,7,84.76190476190477,0.25,593.3333333333334,445.0,581.71,-136.71,-0.3072134831460674,False,46.97,Standard Class,High
61,ID-2011-58670,20110107,8118,12,38,2,249.0909090909091,0.45,498.1818181818181,274.0,318.838,-44.838,-0.1636423357664233,False,42.19,Standard Class,High
62,ES-2011-5433855,20110107,7141,4,43,4,198.88888888888889,0.1,795.5555555555555,716.0,572.84,143.16,0.1999441340782123,False,32.46,First Class,Medium
63,ID-2011-58670,20110107,9260,12,38,3,172.44444444444446,0.25,517.3333333333334,388.0,362.1925,25.8075,0.0665141752577319,False,26.2,Standard Class,High
64,LE-2011-9590,20110107,8874,6,37,1,174.0,0.0,174.0,174.0,102.54,71.46,0.4106896551724137,False,23.84,Standard Class,High
65,CA-2011-167199,20110107,9900,11,35,4,189.0,0.0,756.0,756.0,551.8908,204.1092,0.2699857142857143,False,13.82,Standard Class,High
66,MZ-2011-1260,20110107,7177,1,14,1,45.0,0.0,45.0,45.0,36.51,8.49,0.1886666666666666,False,13.7,First Class,High
67,ES-2011-5433855,20110107,4769,4,43,3,11.0,0.0,33.0,33.0,30.75,2.25,0.0681818181818181,False,9.73,First Class,Medium
68,ES-2011-5433855,20110107,66,4,43,1,172.22222222222223,0.1,172.22222222222223,155.0,118.772,36.228,0.2337290322580645,False,5.72,First Class,Medium
69,CA-2011-130813,20110107,6128,13,41,3,6.333333333333333,0.0,19.0,19.0,9.6688,9.3312,0.4911157894736842,False,4.37,Second Class,High
70,AG-2011-7230,20110107,7156,1,40,2,45.5,0.0,91.0,91.0,76.42,14.58,0.1602197802197802,False,4.36,Standard Class,Medium
71,MX-2011-135629,20110107,4752,11,15,4,10.75,0.0,43.0,43.0,37.0,6.0,0.1395348837209302,False,3.94,Same Day,High
72,MX-2011-135629,20110107,3248,11,15,3,6.333333333333333,0.0,19.0,19.0,16.6,2.4,0.1263157894736842,False,3.69,Same Day,High
73,CA-2011-106054,20110107,2930,11,39,3,4.333333333333333,0.0,13.0,13.0,7.7602,5.2398,0.4030615384615384,True,3.51,First Class,Critical
74,ID-2011-58670,20110107,3067,12,38,1,49.090909090909086,0.45,49.090909090909086,27.0,31.494,-4.494,-0.1664444444444444,False,3.21,Standard Class,High
75,LE-2011-9590,20110107,8,6,37,1,26.0,0.0,26.0,26.0,18.62,7.38,0.2838461538461538,False,2.88,Standard Class,High
76,CA-2011-167199,20110107,4754,11,35,4,7.75,0.0,31.0,31.0,30.6888,0.3112,0.0100387096774193,False,2.19,Standard Class,High
77,CA-2011-167199,20110107,5984,11,35,1,7.0,0.0,7.0,7.0,3.9916,3.0084,0.4297714285714286,False,1.13,Standard Class,High
78,ID-2011-28752,20110107,5607,12,36,2,9.0,0.0,18.0,18.0,12.54,5.46,0.3033333333333333,False,0.89,Standard Class,Medium
79,CA-2011-167199,20110107,2850,11,35,2,2.5,0.0,5.0,5.0,3.5204,1.4796,0.29592,False,0.52,Standard Class,High
80,IT-2011-5134922,20110107,2673,4,42,1,10.0,0.5,10.0,5.0,5.105,-0.105,-0.0209999999999999,False,0.28,First Class,Medium
81,IT-2011-4546695,20110108,306,4,21,6,411.25,0.6,2467.5,987.0,1998.636,-1011.636,-1.0249604863221884,False,65.64,Standard Class,Medium
82,MX-2011-121202,20110108,6896,4,45,3,132.33333333333334,0.0,397.0,397.0,214.48,182.52,0.4597481108312343,False,33.67,Second Class,Medium
83,CA-2011-105417,20110108,1612,4,44,3,64.16666666666667,0.6,192.5,77.0,130.7096,-53.7096,-0.6975272727272728,False,6.69,Standard Class,Medium
84,MX-2011-121202,20110108,3598,4,45,7,7.142857142857143,0.0,50.0,50.0,29.7,20.3,0.406,False,5.66,Second Class,Medium
85,IT-2011-4546695,20110108,2646,4,21,5,46.4,0.5,232.0,116.0,171.65,-55.65,-0.4797413793103448,False,3.91,Standard Class,Medium
86,NI-2011-4770,20110108,3193,1,46,2,8.333333333333332,0.7,16.666666666666664,5.0,9.542,-4.542,-0.9084,False,0.82,Second Class,High
87,CA-2011-105417,20110108,3691,4,44,7,7.142857142857145,0.8,50.000000000000014,10.0,28.2525,-18.2525,-1.82525,False,0.63,Standard Class,Medium
88,ID-2011-20814,20110109,9592,12,49,2,144.57831325301206,0.17,289.1566265060241,240.0,251.6028,-11.6028,-0.048345,False,34.99,Standard Class,High
89,IN-2011-69366,20110109,7793,12,48,6,55.66037735849056,0.47,333.9622641509434,177.0,333.67920000000004,-156.6792,-0.8851932203389831,False,17.09,Standard Class,Medium
90,ID-2011-46483,20110109,6775,12,47,5,57.45454545454545,0.45,287.27272727272725,158.0,160.9775,-2.9775,-0.0188449367088607,False,10.08,Standard Class,High
91,IN-2011-69366,20110109,9820,12,48,2,74.6987951807229,0.17,149.3975903614458,124.0,91.207,32.793,0.2644596774193548,False,7.93,Standard Class,Medium
92,ID-2011-46483,20110109,4636,12,47,7,13.506493506493504,0.45,94.54545454545452,52.0,47.4115,4.5885,0.0882403846153846,False,5.55,Standard Class,High
93,IN-2011-69366,20110109,5401,12,48,5,10.843373493975903,0.17,54.21686746987952,45.0,27.1065,17.8935,0.3976333333333333,False,3.31,Standard Class,Medium
94,ID-2011-46483,20110109,6299,12,47,1,16.363636363636363,0.45,16.363636363636363,9.0,10.7175,-1.7175,-0.1908333333333333,False,0.69,Standard Class,High
95,IN-2011-69366,20110109,3708,12,48,2,6.024096385542169,0.17,12.048192771084338,10.0,9.9286,0.0714,0.00714,False,0.25,Standard Class,Medium
96,HU-2011-1380,20110110,1696,6,55,1,363.0,0.0,363.0,363.0,203.13,159.87,0.4404132231404958,False,134.59,Same Day,Critical
97,HU-2011-1380,20110110,8385,6,55,4,147.25,0.0,589.0,589.0,312.4,276.6,0.4696095076400679,False,114.15,Same Day,Critical
98,EG-2011-4260,20110110,991,1,57,2,484.0,0.0,968.0,968.0,522.74,445.26,0.4599793388429752,False,80.13,Second Class,High
99,HU-2011-1380,20110110,6562,6,55,6,23.666666666666668,0.0,142.0,142.0,78.1,63.9,0.45,True,67.79,Same Day,Critical
100,HU-2011-1380,20110110,6537,6,55,6,25.83333333333333,0.0,155.0,155.0,100.82,54.18,0.3495483870967742,False,58.32,Same Day,Critical
101,HU-2011-1380,20110110,8831,6,55,2,78.0,0.0,156.0,156.0,132.6,23.4,0.15,True,52.91,Same Day,Critical
102,AG-2011-1070,20110110,5201,1,58,1,309.0,0.0,309.0,309.0,247.29,61.71,0.1997087378640776,False,31.41,Second Class,Medium
103,US-2011-101091,20110110,8559,11,59,3,236.9007803790413,0.402,710.7023411371238,425.0,703.79024,-278.79024,-0.6559770352941177,False,26.72,Standard Class,Medium
104,HU-2011-1380,20110110,4024,6,55,2,26.5,0.0,53.0,53.0,53.0,0.0,0.0,False,16.06,Same Day,Critical
105,IT-2011-3659171,20110110,7124,8,60,3,137.33333333333334,0.5,412.0,206.0,247.265,-41.265,-0.2003155339805825,False,14.65,Standard Class,Medium
106,HU-2011-1380,20110110,3954,6,55,1,42.0,0.0,42.0,42.0,40.35,1.65,0.0392857142857142,False,13.08,Same Day,Critical
107,MX-2011-140697,20110110,6868,8,52,3,38.0,0.0,114.0,114.0,57.12,56.88,0.4989473684210526,False,8.93,Standard Class,Medium
108,IN-2011-13065,20110110,7553,9,56,2,13.0,0.0,26.0,26.0,20.6,5.4,0.2076923076923077,False,5.86,First Class,High
109,IN-2011-61302,20110110,5423,10,50,4,8.333333333333334,0.1,33.333333333333336,30.0,17.904,12.096,0.4032,False,5.54,First Class,Medium
110,IN-2011-13065,20110110,3586,9,56,3,11.333333333333334,0.0,34.0,34.0,17.89,16.11,0.4738235294117647,False,5.26,First Class,High
111,HU-2011-1380,20110110,10029,6,55,1,37.0,0.0,37.0,37.0,31.45,5.55,0.15,False,4.32,Same Day,Critical
112,IN-2011-61302,20110110,6341,10,50,6,30.0,0.1,180.0,162.0,108.306,53.694,0.3314444444444445,False,3.02,First Class,Medium
113,HU-2011-1380,20110110,6542,6,55,1,11.0,0.0,11.0,11.0,8.39,2.61,0.2372727272727272,False,2.59,Same Day,Critical
114,HU-2011-1380,20110110,3188,6,55,1,11.0,0.0,11.0,11.0,8.6,2.4,0.2181818181818181,False,2.03,Same Day,Critical
115,SF-2011-6400,20110110,2156,1,54,1,17.0,0.0,17.0,17.0,12.35,4.65,0.2735294117647059,False,1.29,Standard Class,Medium
116,CA-2011-135405,20110110,7883,4,51,3,12.916666666666666,0.2,38.75,31.0,21.25,9.75,0.314516129032258,False,1.13,Standard Class,Medium
117,ID-2011-13660,20110110,4896,12,53,3,7.547169811320754,0.47,22.641509433962263,12.0,17.6826,-5.6826,-0.4735499999999999,False,1.04,Second Class,Medium
118,MX-2011-140697,20110110,7571,8,52,1,16.0,0.0,16.0,16.0,14.24,1.76,0.11,False,0.89,Standard Class,Medium
119,CA-2011-135405,20110110,3113,4,51,2,5.625,0.2,11.25,9.0,7.832,1.168,0.1297777777777777,False,0.21,Standard Class,Medium
120,US-2011-163874,20110111,236,8,64,5,113.0,0.2,565.0,452.0,559.3,-107.3,-0.2373893805309734,False,57.75,First Class,Medium
121,IN-2011-39308,20110111,9714,12,62,4,166.86746987951807,0.17,667.4698795180723,554.0,513.9464,40.0536,0.072298916967509,False,42.43,Standard Class,Medium
122,IN-2011-79761,20110111,8568,12,65,3,357.43589743589746,0.35,1072.3076923076924,697.0,1040.098,-343.098,-0.4922496413199426,False,40.16,Standard Class,Medium
123,US-2011-163874,20110111,9710,8,64,5,49.0,0.0,245.0,245.0,157.0,88.0,0.3591836734693877,False,39.11,First Class,Medium
124,IN-2011-39308,20110111,3055,12,62,9,50.83713850837139,0.27,457.5342465753425,334.0,320.5297,13.4703,0.040330239520958,False,23.56,Standard Class,Medium
125,ES-2011-4359424,20110111,1936,11,15,2,335.0,0.4390086471067056,670.0,375.8642064385072,400.97175588481997,-25.107549446312785,-0.06679952231743161,False,21.49,Standard Class,High
126,ES-2011-5158390,20110111,2838,8,68,2,51.5,0.0,103.0,103.0,83.5,19.5,0.1893203883495145,False,20.54,Same Day,Medium
127,IN-2011-39308,20110111,1209,12,62,5,51.50684931506849,0.27,257.5342465753425,188.0,185.5265,2.4735,0.013156914893617,False,15.77,Standard Class,Medium
128,IN-2011-29872,20110111,1248,5,67,3,47.333333333333336,0.0,142.0,142.0,89.62,52.38,0.3688732394366197,False,15.62,Standard Class,High
129,TU-2011-800,20110111,1827,6,69,2,196.25,0.6,392.5,157.0,274.72,-117.72,-0.7498089171974522,True,12.45,Standard Class,High
130,ID-2011-82589,20110111,4100,10,66,4,47.91666666666667,0.4,191.66666666666669,115.0,162.832,-47.832,-0.4159304347826087,False,10.52,Standard Class,Medium
131,ES-2011-1466305,20110111,7003,4,30,2,48.5,0.0,97.0,97.0,65.98,31.02,0.3197938144329897,False,7.99,Standard Class,High
132,IN-2011-79761,20110111,1092,12,65,2,52.0,0.25,104.0,78.0,54.225,23.775,0.3048076923076923,False,7.09,Standard Class,Medium
133,US-2011-163874,20110111,2291,8,64,3,46.66666666666666,0.0,140.0,140.0,107.9,32.1,0.2292857142857143,False,6.47,First Class,Medium
134,ES-2011-1466305,20110111,3146,4,30,1,55.0,0.0,55.0,55.0,45.13,9.87,0.1794545454545454,False,5.83,Standard Class,High
135,CA-2011-149020,20110111,1192,11,61,1,52.0,0.0,52.0,52.0,30.7046,21.2954,0.409526923076923,False,3.52,Standard Class,Medium
136,ES-2011-4359424,20110111,5591,11,15,5,8.0,0.0,40.0,40.0,34.45,5.55,0.1387499999999999,False,2.57,Standard Class,High
137,ES-2011-1138719,20110111,3470,11,63,3,7.333333333333333,0.0,22.0,22.0,15.25,6.75,0.3068181818181818,False,1.09,Standard Class,Medium
138,IN-2011-39308,20110111,3777,12,62,1,6.024096385542169,0.17,6.024096385542169,5.0,5.0147,-0.0147,-0.00294,False,0.3,Standard Class,Medium
139,CA-2011-149020,20110111,5733,11,61,1,3.0,0.0,3.0,3.0,1.6417,1.3583,0.4527666666666667,False,0.22,Standard Class,Medium
140,MX-2011-141530,20110112,8266,8,75,3,165.0,0.0,495.0,495.0,316.8,178.2,0.36,False,54.55,Standard Class,Medium
141,MX-2011-141530,20110112,8669,8,75,3,128.59051436205746,0.002,385.7715430861724,385.0,316.35148,68.64852,0.1783078441558441,False,38.19,Standard Class,Medium
142,ES-2011-1460199,20110112,383,4,70,5,122.66666666666669,0.1,613.3333333333334,552.0,386.64,165.36,0.2995652173913044,False,35.98,Standard Class,Medium
143,ES-2011-1460199,20110112,9147,4,70,2,261.0,0.0,522.0,522.0,501.12,20.88,0.04,False,28.92,Standard Class,Medium
144,ES-2011-4976144,20110112,560,8,74,5,58.0,0.0,290.0,290.0,220.4,69.6,0.24,False,18.63,Standard Class,Medium
145,ES-2011-5040255,20110112,5911,8,73,2,34.0,0.5,68.0,34.0,40.15,-6.15,-0.1808823529411765,False,7.31,First Class,Medium
146,ES-2011-1460199,20110112,2838,4,70,5,51.4,0.0,257.0,257.0,208.25,48.75,0.1896887159533073,True,7.28,Standard Class,Medium
147,CA-2011-130092,20110112,1062,7,72,2,5.0,0.0,10.0,10.0,6.9186,3.0814,0.3081399999999999,False,2.69,First Class,Critical
148,ES-2011-1460199,20110112,3240,4,70,2,8.5,0.0,17.0,17.0,10.82,6.18,0.3635294117647059,False,2.08,Standard Class,Medium
149,NI-2011-1670,20110112,5038,1,71,2,25.0,0.7,49.99999999999999,15.0,37.458,-22.458,-1.4972,False,1.27,Standard Class,Medium
150,NI-2011-1670,20110112,3853,1,71,1,53.33333333333333,0.7,53.33333333333333,16.0,44.518,-28.518,-1.782375,False,1.27,Standard Class,Medium
151,NI-2011-1670,20110112,3186,1,71,4,10.833333333333332,0.7,43.33333333333333,13.0,34.648,-21.648,-1.6652307692307693,False,0.62,Standard Class,Medium
152,NI-2011-1670,20110112,5293,1,71,1,16.666666666666664,0.7,16.666666666666664,5.0,15.326,-10.326,-2.0652,False,0.43,Standard Class,Medium
153,NI-2011-1670,20110112,2214,1,71,1,9.999999999999998,0.7,9.999999999999998,3.0,9.483,-6.483,-2.161,False,0.25,Standard Class,Medium
154,NI-2011-1670,20110112,5048,1,71,1,56.66666666666666,0.7,56.66666666666666,17.0,43.649,-26.649,-1.5675882352941175,False,0.24,Standard Class,Medium
155,EG-2011-4270,20110113,6625,1,79,4,198.5,0.0,794.0,794.0,659.12,134.88,0.1698740554156171,False,76.6,Standard Class,Medium
156,MX-2011-150567,20110113,8975,8,80,1,201.0,0.0,201.0,201.0,100.38,100.62,0.5005970149253731,False,31.78,Standard Class,High
157,IT-2011-5340302,20110113,6901,4,76,2,198.0,0.5,396.0,198.0,328.98,-130.98,-0.6615151515151515,False,14.53,Standard Class,Medium
158,EG-2011-4270,20110113,5033,1,79,2,19.0,0.0,38.0,38.0,20.78,17.22,0.4531578947368421,False,2.66,Standard Class,Medium
159,US-2011-105760,20110113,7402,11,81,5,8.666666666666668,0.4,43.333333333333336,26.0,34.0,-8.0,-0.3076923076923077,False,2.2,Standard Class,High
160,IT-2011-5951216,20110113,3175,8,78,5,12.4,0.5,62.0,31.0,44.65,-13.65,-0.4403225806451613,False,2.16,Standard Class,Medium
161,IT-2011-5340302,20110113,6133,4,76,2,50.0,0.5,100.0,50.0,87.86,-37.86,-0.7572,False,1.51,Standard Class,Medium
162,IT-2011-5340302,20110113,5558,4,76,4,11.0,0.5,44.0,22.0,34.3,-12.3,-0.5590909090909091,False,1.29,Standard Class,Medium
163,IN-2011-38349,20110113,5596,10,77,2,8.88888888888889,0.1,17.77777777777778,16.0,15.67,0.33,0.020625,False,0.72,Standard Class,Medium
164,IT-2011-5340302,20110113,3367,4,76,3,6.0,0.5,18.0,9.0,12.465,-3.465,-0.385,False,0.43,Standard Class,Medium
165,CA-2011-162775,20110114,6635,11,85,6,95.5,0.0,573.0,573.0,538.6452,34.3548,0.0599560209424083,False,146.29,Second Class,Critical
166,CA-2011-162775,20110114,8097,11,85,6,107.83333333333331,0.0,647.0,647.0,388.304,258.696,0.3998392581143741,False,141.35,Second Class,Critical
167,ES-2011-1043483,20110114,9137,4,87,3,162.0,0.0,486.0,486.0,408.33,77.67,0.1598148148148148,False,53.02,Standard Class,High
168,CA-2011-109232,20110114,528,11,88,6,91.0,0.0,546.0,546.0,458.6496,87.3504,0.1599824175824175,False,52.32,Second Class,Medium
169,ES-2011-1043483,20110114,9821,4,87,6,73.33333333333333,0.0,440.0,440.0,374.12,65.88,0.1497272727272727,False,49.92,Standard Class,High
170,CA-2011-157147,20110114,301,13,53,3,130.9803921568627,0.15,392.9411764705882,334.0,330.0706,3.9294,0.0117646706586826,False,40.44,Standard Class,High
171,ES-2011-1043483,20110114,6069,4,87,11,20.363636363636363,0.0,224.0,224.0,121.04,102.96,0.4596428571428571,False,30.34,Standard Class,High
172,MX-2011-135979,20110114,142,4,82,3,131.0,0.0,393.0,393.0,212.04,180.96,0.4604580152671756,True,27.67,Standard Class,Medium
173,MX-2011-168599,20110114,4534,8,89,4,26.5,0.0,106.0,106.0,87.03999999999999,18.96,0.1788679245283018,False,26.23,First Class,High
174,SF-2011-7680,20110114,6542,1,90,12,11.333333333333334,0.0,136.0,136.0,104.68,31.32,0.2302941176470588,False,23.89,Standard Class,Low
175,CA-2011-162775,20110114,4201,11,85,3,17.0,0.0,51.0,51.0,25.53,25.47,0.4994117647058823,False,12.66,Second Class,Critical
176,MX-2011-135979,20110114,6404,4,82,12,20.5,0.0,246.0,246.0,238.8,7.2,0.0292682926829268,False,11.88,Standard Class,Medium
177,TU-2011-4040,20110114,5032,6,83,2,137.5,0.6,275.0,110.0,164.972,-54.972,-0.4997454545454545,False,11.53,Standard Class,Medium
178,ID-2011-16453,20110114,1188,12,86,3,44.0,0.25,132.0,99.0,122.7375,-23.7375,-0.2397727272727272,False,9.71,Standard Class,Low
179,ID-2011-16453,20110114,7050,12,86,3,48.48484848484848,0.45,145.45454545454544,80.0,74.258,5.742,0.071775,False,9.43,Standard Class,Low
180,MX-2011-135979,20110114,6772,4,82,3,36.333333333333336,0.0,109.0,109.0,80.62,28.38,0.2603669724770642,False,6.11,Standard Class,Medium
181,TU-2011-4040,20110114,6625,6,83,1,197.5,0.6,197.5,79.0,164.332,-85.332,-1.0801518987341772,False,5.84,Standard Class,Medium
182,TU-2011-4040,20110114,2193,6,83,4,46.25,0.6,185.0,74.0,144.32,-70.32,-0.9502702702702702,False,4.48,Standard Class,Medium
183,MX-2011-135979,20110114,3256,4,82,8,8.25,0.0,66.0,66.0,56.88,9.12,0.1381818181818181,False,3.61,Standard Class,Medium
184,CA-2011-157147,20110114,3044,13,53,5,4.0,0.0,20.0,20.0,13.433,6.567,0.32835,False,3.03,Standard Class,High
